"Target_Symbol"	"Target_ID"	"Target_Name"	"Associated_Disease_Count"	"Tractability_Count"	"sm_approved"	"sm_advancedClinical"	"sm_phase1"	"ab_approved"	"ab_advancedClinical"	"ab_phase1"	"pr_approved"	"pr_advancedClinical"	"pr_phase1"	"oc_approved"	"oc_advancedClinical"	"oc_phase1"	"Subcellular_Location"	"Safety_Liabilities"	"Number_Unique_Drugs"	"Target_in_Pathways"	"num_Approved_Drugs"	"num_Phase3"	"num_Phase2"	"num_Phase1"	"num_Phase4"	"Weighted_Score"
"IL1RAP"	"ENSG00000196083"	"interleukin 1 receptor accessory protein"	97	1	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"[Isoform 1]: Cell membrane"	0	2	1	0	1	1	0	0	103.5
"PSMA5"	"ENSG00000143106"	"proteasome 20S subunit alpha 5"	88	4	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cytoplasm"	0	2	7	0	1	0	1	0	103
"PSMA3"	"ENSG00000100567"	"proteasome 20S subunit alpha 3"	84	4	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cytoplasm"	0	2	7	0	1	0	1	0	99
"PSMA1"	"ENSG00000129084"	"proteasome 20S subunit alpha 1"	83	4	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cytoplasm"	0	2	7	0	1	0	1	0	98
"PSMD3"	"ENSG00000108344"	"proteasome 26S subunit, non-ATPase 3"	86	3	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Nucleoplasm"	0	1	7	0	0	0	1	0	97.5
"RPL6"	"ENSG00000089009"	"ribosomal protein L6"	83	4	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cytoplasm"	0	3	2	1	0	2	0	1	97
"RPLP1"	"ENSG00000137818"	"ribosomal protein lateral stalk subunit P1"	83	3	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cytosol"	0	3	2	1	0	2	0	1	96
"MAPKAPK5"	"ENSG00000089022"	"MAPK activated protein kinase 5"	92	3	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cytoplasm"	1	1	1	0	0	1	0	0	96
"IFNLR1"	"ENSG00000185436"	"interferon lambda receptor 1"	92	0	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Membrane"	0	1	1	0	1	0	0	0	95.5
"RPS27A"	"ENSG00000143947"	"ribosomal protein S27a"	67	4	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"[Ubiquitin]: Cytoplasm"	0	3	15	1	0	2	0	1	94
"RPL27A"	"ENSG00000166441"	"ribosomal protein L27a"	78	4	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cytoplasm"	0	3	2	1	0	2	0	1	92
"PSMB7"	"ENSG00000136930"	"proteasome 20S subunit beta 7"	76	4	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cytoplasm"	0	2	7	0	1	0	1	0	91
"RPL13A"	"ENSG00000142541"	"ribosomal protein L13a"	77	4	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cytoplasm"	0	3	2	1	0	2	0	1	91
"RPLP0"	"ENSG00000089157"	"ribosomal protein lateral stalk subunit P0"	73	4	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Nucleus"	0	3	3	1	0	2	0	1	88
"RPL31"	"ENSG00000071082"	"ribosomal protein L31"	74	4	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cytoplasm"	0	3	2	1	0	2	0	1	88
"PPP5C"	"ENSG00000011485"	"protein phosphatase 5 catalytic subunit"	79	5	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Nucleus"	0	1	1	0	0	1	0	0	87
"RPS27"	"ENSG00000177954"	"ribosomal protein S27"	69	5	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cytosol"	0	3	3	1	0	2	0	1	85
"CSNK1E"	"ENSG00000213923"	"casein kinase 1 epsilon"	71	4	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cytoplasm"	0	2	2	2	0	0	0	2	85
"RPS7"	"ENSG00000171863"	"ribosomal protein S7"	70	4	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cytoplasm"	0	3	2	1	0	2	0	1	84
"PSMC2"	"ENSG00000161057"	"proteasome 26S subunit, ATPase 2"	71	3	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cytoplasm"	0	1	7	0	0	0	1	0	82.5
"RPS3"	"ENSG00000149273"	"ribosomal protein S3"	65	5	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cytoplasm"	0	3	2	1	0	2	0	1	80
"RPL11"	"ENSG00000142676"	"ribosomal protein L11"	66	4	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Nucleus"	0	3	2	1	0	2	0	1	80
"RPS4X"	"ENSG00000198034"	"ribosomal protein S4 X-linked"	63	4	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cytoplasm"	0	3	2	1	0	2	0	1	77
"RPL4"	"ENSG00000174444"	"ribosomal protein L4"	62	4	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cytoplasm"	0	3	2	1	0	2	0	1	76
"RPS10"	"ENSG00000124614"	"ribosomal protein S10"	62	4	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cytoplasm"	0	3	2	1	0	2	0	1	76
"RPL15"	"ENSG00000174748"	"ribosomal protein L15"	61	4	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cytoplasm"	0	3	2	1	0	2	0	1	75
"PSMD14"	"ENSG00000115233"	"proteasome 26S subunit, non-ATPase 14"	62	4	"FALSE"	"FALSE"	"TRUE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Nucleoplasm"	0	1	7	0	0	0	1	0	74.5
"RPS6KA2"	"ENSG00000071242"	"ribosomal protein S6 kinase A2"	69	3	"FALSE"	"FALSE"	"TRUE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Nucleus"	0	1	1	0	0	0	1	0	74.5
"RPS13"	"ENSG00000110700"	"ribosomal protein S13"	60	4	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Endoplasmic reticulum"	0	3	2	1	0	2	0	1	74
"RPS24"	"ENSG00000138326"	"ribosomal protein S24"	59	4	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cytosol"	0	3	2	1	0	2	0	1	73
"E2F5"	"ENSG00000133740"	"E2F transcription factor 5"	69	0	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Nucleus"	0	1	1	0	1	0	0	0	72.5
"PPP2CB"	"ENSG00000104695"	"protein phosphatase 2 catalytic subunit beta"	64	1	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cytoplasm"	0	1	4	0	0	1	0	0	71
"PSMD2"	"ENSG00000175166"	"proteasome 26S subunit ubiquitin receptor, non-ATPase 2"	59	3	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"No data"	0	1	7	0	0	0	1	0	70.5
"RPL7"	"ENSG00000147604"	"ribosomal protein L7"	56	4	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cytoplasm"	0	3	2	1	0	2	0	1	70
"RPS11"	"ENSG00000142534"	"ribosomal protein S11"	56	4	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cytosol"	0	3	2	1	0	2	0	1	70
"RPS23"	"ENSG00000186468"	"ribosomal protein S23"	55	4	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cytoplasm"	0	3	2	1	0	2	0	1	69
"RPL3"	"ENSG00000100316"	"ribosomal protein L3"	54	4	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Nucleus"	0	3	2	1	0	2	0	1	68
"RPS21"	"ENSG00000171858"	"ribosomal protein S21"	54	4	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cytoplasm"	0	3	2	1	0	2	0	1	68
"NCBP1"	"ENSG00000136937"	"nuclear cap binding protein subunit 1"	62	2	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Nucleus"	0	1	2	0	0	1	0	0	68
"PSMD6"	"ENSG00000163636"	"proteasome 26S subunit, non-ATPase 6"	56	3	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"No data"	0	1	7	0	0	0	1	0	67.5
"RPL34"	"ENSG00000109475"	"ribosomal protein L34"	53	4	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cytoplasm"	0	3	2	1	0	2	0	1	67
"RPS29"	"ENSG00000213741"	"ribosomal protein S29"	53	4	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cytoplasm"	0	3	2	1	0	2	0	1	67
"SEM1"	"ENSG00000127922"	"SEM1 26S proteasome subunit"	55	3	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Nucleus"	0	1	7	0	0	0	1	0	66.5
"RPL12"	"ENSG00000197958"	"ribosomal protein L12"	52	4	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Golgi apparatus"	0	3	2	1	0	2	0	1	66
"PSMC6"	"ENSG00000100519"	"proteasome 26S subunit, ATPase 6"	54	3	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cytoplasm"	0	1	7	0	0	0	1	0	65.5
"PSMD1"	"ENSG00000173692"	"proteasome 26S subunit, non-ATPase 1"	54	3	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Nucleoplasm"	0	1	7	0	0	0	1	0	65.5
"RPL13"	"ENSG00000167526"	"ribosomal protein L13"	51	4	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cytoplasm"	0	3	2	1	0	2	0	1	65
"RPS15A"	"ENSG00000134419"	"ribosomal protein S15a"	51	4	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"No data"	0	3	2	1	0	2	0	1	65
"PSMA7"	"ENSG00000101182"	"proteasome 20S subunit alpha 7"	49	4	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cytoplasm"	0	2	7	0	1	0	1	0	64
"RPL14"	"ENSG00000188846"	"ribosomal protein L14"	50	4	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cytoplasm"	0	3	2	1	0	2	0	1	64
"RPL9"	"ENSG00000163682"	"ribosomal protein L9"	50	4	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cytoplasm"	0	3	2	1	0	2	0	1	64
"FAU"	"ENSG00000149806"	"FAU ubiquitin like and ribosomal protein S30 fusion"	49	4	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"[40S ribosomal protein S30]: Nucleus"	0	3	2	1	0	2	0	1	63
"PSMC5"	"ENSG00000087191"	"proteasome 26S subunit, ATPase 5"	51	3	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cytoplasm"	0	1	7	0	0	0	1	0	62.5
"UBA3"	"ENSG00000144744"	"ubiquitin like modifier activating enzyme 3"	55	4	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cytosol"	0	1	1	0	1	0	0	0	62.5
"PSMB4"	"ENSG00000159377"	"proteasome 20S subunit beta 4"	47	4	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cytoplasm"	0	2	7	0	1	0	1	0	62
"RPS14"	"ENSG00000164587"	"ribosomal protein S14"	48	4	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cytosol"	0	3	2	1	0	2	0	1	62
"RPL21"	"ENSG00000122026"	"ribosomal protein L21"	47	4	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cytoplasm"	0	3	2	1	0	2	0	1	61
"RPL37A"	"ENSG00000197756"	"ribosomal protein L37a"	46	4	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cytoplasm"	0	3	2	1	0	2	0	1	60
"RPL26"	"ENSG00000161970"	"ribosomal protein L26"	45	4	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cytoplasm"	0	3	2	1	0	2	0	1	59
"PSMD4"	"ENSG00000159352"	"proteasome 26S subunit ubiquitin receptor, non-ATPase 4"	47	3	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Nucleoplasm"	0	1	7	0	0	0	1	0	58.5
"RPL29"	"ENSG00000162244"	"ribosomal protein L29"	44	4	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cytoplasm"	0	3	2	1	0	2	0	1	58
"PSMD13"	"ENSG00000185627"	"proteasome 26S subunit, non-ATPase 13"	46	3	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Nuclear speckles"	0	1	7	0	0	0	1	0	57.5
"RPL19"	"ENSG00000108298"	"ribosomal protein L19"	42	4	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cytoplasm"	0	3	2	1	0	2	0	1	56
"RPL41"	"ENSG00000229117"	"ribosomal protein L41"	42	4	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Endoplasmic reticulum"	0	3	2	1	0	2	0	1	56
"RPS28"	"ENSG00000233927"	"ribosomal protein S28"	42	4	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cytoplasm"	0	3	2	1	0	2	0	1	56
"RPL18"	"ENSG00000063177"	"ribosomal protein L18"	40	4	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cytoplasm"	0	3	2	1	0	2	0	1	54
"RPS2"	"ENSG00000140988"	"ribosomal protein S2"	40	4	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cytosol"	0	3	2	1	0	2	0	1	54
"PSMD12"	"ENSG00000197170"	"proteasome 26S subunit, non-ATPase 12"	42	3	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Microtubules"	0	1	7	0	0	0	1	0	53.5
"PSMA2"	"ENSG00000106588"	"proteasome 20S subunit alpha 2"	38	4	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cytoplasm"	0	2	7	0	1	0	1	0	53
"RPL27"	"ENSG00000131469"	"ribosomal protein L27"	39	4	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cytoplasm"	0	3	2	1	0	2	0	1	53
"RPS16"	"ENSG00000105193"	"ribosomal protein S16"	39	4	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cytosol"	0	3	2	1	0	2	0	1	53
"PSMB1"	"ENSG00000008018"	"proteasome 20S subunit beta 1"	37	4	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cytoplasm"	0	2	7	0	1	0	1	0	52
"RPS15"	"ENSG00000115268"	"ribosomal protein S15"	38	4	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cytosol"	0	3	2	1	0	2	0	1	52
"RPS3A"	"ENSG00000145425"	"ribosomal protein S3A"	38	4	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cytoplasm"	0	3	2	1	0	2	0	1	52
"RPS5"	"ENSG00000083845"	"ribosomal protein S5"	38	4	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cytosol"	0	3	2	1	0	2	0	1	52
"RPL10A"	"ENSG00000198755"	"ribosomal protein L10a"	37	4	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cytoplasm"	0	3	2	1	0	2	0	1	51
"RPL8"	"ENSG00000161016"	"ribosomal protein L8"	37	4	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cytoplasm"	0	3	2	1	0	2	0	1	51
"PSMB2"	"ENSG00000126067"	"proteasome 20S subunit beta 2"	35	4	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cytoplasm"	0	2	7	0	1	0	1	0	50
"RPL36"	"ENSG00000130255"	"ribosomal protein L36"	36	4	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cytoplasm"	0	3	2	1	0	2	0	1	50
"RPS12"	"ENSG00000112306"	"ribosomal protein S12"	36	4	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cytoplasm"	0	3	2	1	0	2	0	1	50
"PSMB6"	"ENSG00000142507"	"proteasome 20S subunit beta 6"	34	4	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cytoplasm"	0	2	7	0	1	0	1	0	49
"RPL23A"	"ENSG00000198242"	"ribosomal protein L23a"	35	4	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cytoplasm"	0	3	2	1	0	2	0	1	49
"RPL35A"	"ENSG00000182899"	"ribosomal protein L35a"	34	4	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cytoplasm"	0	3	2	1	0	2	0	1	48
"PSMD7"	"ENSG00000103035"	"proteasome 26S subunit, non-ATPase 7"	36	3	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Nucleoplasm"	0	1	7	0	0	0	1	0	47.5
"IFNA8"	"ENSG00000120242"	"interferon alpha 8"	40	1	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Secreted"	0	2	2	0	0	2	0	0	47
"RPS4Y1"	"ENSG00000129824"	"ribosomal protein S4 Y-linked 1"	32	4	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"No data"	0	3	2	1	0	2	0	1	46
"RPL30"	"ENSG00000156482"	"ribosomal protein L30"	31	4	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cytoplasm"	0	3	2	1	0	2	0	1	45
"RPL35"	"ENSG00000136942"	"ribosomal protein L35"	31	4	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cytoplasm"	0	3	2	1	0	2	0	1	45
"NCBP2"	"ENSG00000114503"	"nuclear cap binding protein subunit 2"	38	3	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Nucleus"	0	1	2	0	0	1	0	0	45
"PSMD11"	"ENSG00000108671"	"proteasome 26S subunit, non-ATPase 11"	33	3	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Nucleus"	0	1	7	0	0	0	1	0	44.5
"RPL23"	"ENSG00000125691"	"ribosomal protein L23"	30	4	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cytoplasm"	0	3	2	1	0	2	0	1	44
